BHID,DM,XCOLLAR,YCOLLAR,ZCOLLAR,YEAR,ZCONVERS,DEPTH,DATUMZON,SURVMETH,PROSPECT,SELMOD,STARTDATE,ENDDATE,COMMENTS,BHIDNICK,CHKLITHO,CHKASSAY,CHKSURVE
BAU-MIL5-FD0523,803503_1971,189170.14,9636751.15,135.77,2004,NONE,15.0,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0523,BAU-MIL5-FD0523,BAU-MIL5-FD0523,BAU-MIL5-FD0523
BAU-MIL5-FD0524,803503_1971,189566.1,9636750.91,126.37,2004,NONE,8.3,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0524,BAU-MIL5-FD0524,BAU-MIL5-FD0524,BAU-MIL5-FD0524
BAU-MIL5-FD0525,803503_1971,189961.5,9636752.44,122.54,2004,NONE,6.3,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0525,BAU-MIL5-FD0525,BAU-MIL5-FD0525,BAU-MIL5-FD0525
BAU-MIL5-FD0528,803503_1971,185362.32,9636551.36,143.06,2004,NONE,18.25,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0528,BAU-MIL5-FD0528,BAU-MIL5-FD0528,BAU-MIL5-FD0528
BAU-MIL5-FD0529,803503_1971,185563.89,9636551.02,142.95,2004,NONE,15.15,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0529,BAU-MIL5-FD0529,BAU-MIL5-FD0529,BAU-MIL5-FD0529
BAU-MIL5-FD0530,803503_1971,185764.29,9636550.93,143.38,2004,NONE,15.8,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0530,BAU-MIL5-FD0530,BAU-MIL5-FD0530,BAU-MIL5-FD0530
BAU-MIL5-FD0531,803503_1971,185960.74,9636551.33,143.8,2004,NONE,15.3,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0531,BAU-MIL5-FD0531,BAU-MIL5-FD0531,BAU-MIL5-FD0531
BAU-MIL5-FD0532,803503_1971,186157.72,9636550.9,144.36,2004,NONE,17.15,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0532,BAU-MIL5-FD0532,BAU-MIL5-FD0532,BAU-MIL5-FD0532
BAU-MIL5-FD0533,803503_1971,186363.43,9636550.84,144.14,2004,NONE,16.15,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0533,BAU-MIL5-FD0533,BAU-MIL5-FD0533,BAU-MIL5-FD0533
BAU-MIL5-FD0534,803503_1971,186562.24,9636550.71,143.24,2004,NONE,16.95,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0534,BAU-MIL5-FD0534,BAU-MIL5-FD0534,BAU-MIL5-FD0534
BAU-MIL5-FD0535,803503_1971,186760.38,9636551.21,140.44,2004,NONE,13.9,SAD69_23S,SURV,MIL5,MIL5,22_10_2004,22_10_2004,,MIL5-FD0535,BAU-MIL5-FD0535,BAU-MIL5-FD0535,BAU-MIL5-FD0535
BAU-MIL5-FD0536,803503_1971,186967.55,9636551.77,134.65,2004,NONE,9.2,SAD69_23S,SURV,MIL5,MIL5,23_10_2004,23_10_2004,,MIL5-FD0536,BAU-MIL5-FD0536,BAU-MIL5-FD0536,BAU-MIL5-FD0536
BAU-MIL5-FD0537,803503_1971,187166.45,9636550.74,131.76,2004,NONE,6.8,SAD69_23S,SURV,MIL5,MIL5,23_10_2004,23_10_2004,,MIL5-FD0537,BAU-MIL5-FD0537,BAU-MIL5-FD0537,BAU-MIL5-FD0537
BAU-MIL5-FD0538,803503_1971,187352.14,9636550.93,136.99,2004,NONE,11.4,SAD69_23S,SURV,MIL5,MIL5,23_10_2004,23_10_2004,,MIL5-FD0538,BAU-MIL5-FD0538,BAU-MIL5-FD0538,BAU-MIL5-FD0538
BAU-MIL5-FD0539,803503_1971,187560.89,9636551.0,140.08,2004,NONE,13.2,SAD69_23S,SURV,MIL5,MIL5,23_10_2004,23_10_2004,,MIL5-FD0539,BAU-MIL5-FD0539,BAU-MIL5-FD0539,BAU-MIL5-FD0539
BAU-MIL5-FD0540,803503_1971,187760.14,9636550.84,141.15,2004,NONE,16.1,SAD69_23S,SURV,MIL5,MIL5,23_10_2004,23_10_2004,,MIL5-FD0540,BAU-MIL5-FD0540,BAU-MIL5-FD0540,BAU-MIL5-FD0540
BAU-MIL5-FD0541,803503_1971,187953.52,9636551.21,142.21,2004,NONE,15.9,SAD69_23S,SURV,MIL5,MIL5,24_10_2004,24_10_2004,,MIL5-FD0541,BAU-MIL5-FD0541,BAU-MIL5-FD0541,BAU-MIL5-FD0541
BAU-MIL5-FD0542,803503_1971,188164.1,9636550.23,142.9,2004,NONE,13.6,SAD69_23S,SURV,MIL5,MIL5,24_10_2004,24_10_2004,,MIL5-FD0542,BAU-MIL5-FD0542,BAU-MIL5-FD0542,BAU-MIL5-FD0542
BAU-MIL5-FD0543,803503_1971,188357.31,9636551.0,142.84,2004,NONE,15.4,SAD69_23S,SURV,MIL5,MIL5,24_10_2004,24_10_2004,,MIL5-FD0543,BAU-MIL5-FD0543,BAU-MIL5-FD0543,BAU-MIL5-FD0543
BAU-MIL5-FD0544,803503_1971,188565.05,9636550.91,142.41,2004,NONE,15.25,SAD69_23S,SURV,MIL5,MIL5,25_10_2004,25_10_2004,,MIL5-FD0544,BAU-MIL5-FD0544,BAU-MIL5-FD0544,BAU-MIL5-FD0544
BAU-MIL5-FD0545,803503_1971,188762.42,9636550.38,141.47,2004,NONE,16.3,SAD69_23S,SURV,MIL5,MIL5,25_10_2004,25_10_2004,,MIL5-FD0545,BAU-MIL5-FD0545,BAU-MIL5-FD0545,BAU-MIL5-FD0545
BAU-MIL5-FD0546,803503_1971,188961.2,9636550.94,139.47,2004,NONE,15.55,SAD69_23S,SURV,MIL5,MIL5,25_10_2004,25_10_2004,,MIL5-FD0546,BAU-MIL5-FD0546,BAU-MIL5-FD0546,BAU-MIL5-FD0546
BAU-MIL5-FD0547,803503_1971,189174.48,9636551.12,130.25,2004,NONE,9.3,SAD69_23S,SURV,MIL5,MIL5,25_10_2004,25_10_2004,,MIL5-FD0547,BAU-MIL5-FD0547,BAU-MIL5-FD0547,BAU-MIL5-FD0547
BAU-MIL5-FD0548,803503_1971,189363.48,9636549.23,123.516,2004,NONE,6.5,SAD69_23S,SURV,MIL5,MIL5,25_10_2004,25_10_2004,,MIL5-FD0548,BAU-MIL5-FD0548,BAU-MIL5-FD0548,BAU-MIL5-FD0548
BAU-MIL5-FD0550,803503_1971,185556.81,9636350.53,143.07,2004,NONE,15.95,SAD69_23S,SURV,MIL5,MIL5,28_10_2004,28_10_2004,,MIL5-FD0550,BAU-MIL5-FD0550,BAU-MIL5-FD0550,BAU-MIL5-FD0550
BAU-MIL5-FD0551,803503_1971,185956.94,9636350.87,143.85,2004,NONE,16.25,SAD69_23S,SURV,MIL5,MIL5,28_10_2004,28_10_2004,,MIL5-FD0551,BAU-MIL5-FD0551,BAU-MIL5-FD0551,BAU-MIL5-FD0551
BAU-MIL5-FD0552,803503_1971,186366.45,9636351.43,144.21,2004,NONE,18.0,SAD69_23S,SURV,MIL5,MIL5,27_10_2004,27_10_2004,,MIL5-FD0552,BAU-MIL5-FD0552,BAU-MIL5-FD0552,BAU-MIL5-FD0552
BAU-MIL5-FD0553,803503_1971,186763.95,9636350.18,140.12,2004,NONE,14.35,SAD69_23S,SURV,MIL5,MIL5,27_10_2004,27_10_2004,,MIL5-FD0553,BAU-MIL5-FD0553,BAU-MIL5-FD0553,BAU-MIL5-FD0553
BAU-MIL5-FD0554,803503_1971,187168.02,9636348.6,136.34,2004,NONE,15.3,SAD69_23S,SURV,MIL5,MIL5,27_10_2004,27_10_2004,,MIL5-FD0554,BAU-MIL5-FD0554,BAU-MIL5-FD0554,BAU-MIL5-FD0554
BAU-MIL5-FD0555,803503_1971,187555.92,9636346.51,141.88,2004,NONE,15.25,SAD69_23S,SURV,MIL5,MIL5,27_10_2004,27_10_2004,,MIL5-FD0555,BAU-MIL5-FD0555,BAU-MIL5-FD0555,BAU-MIL5-FD0555
BAU-MIL5-FD0556,803503_1971,187964.73,9636342.92,143.04,2004,NONE,15.75,SAD69_23S,SURV,MIL5,MIL5,27_10_2004,27_10_2004,,MIL5-FD0556,BAU-MIL5-FD0556,BAU-MIL5-FD0556,BAU-MIL5-FD0556
BAU-MIL5-FD0557,803503_1971,188361.94,9636337.82,142.64,2004,NONE,17.7,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0557,BAU-MIL5-FD0557,BAU-MIL5-FD0557,BAU-MIL5-FD0557
BAU-MIL5-FD0558,803503_1971,188758.2,9636337.99,141.67,2004,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0558,BAU-MIL5-FD0558,BAU-MIL5-FD0558,BAU-MIL5-FD0558
BAU-MIL5-FD0559,803503_1971,189158.8,9636333.88,134.12,2004,NONE,11.4,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0559,BAU-MIL5-FD0559,BAU-MIL5-FD0559,BAU-MIL5-FD0559
BAU-MIL5-FD0560,803503_1971,189563.04,9636331.56,131.64,2004,NONE,12.85,SAD69_23S,SURV,MIL5,MIL5,26_10_2004,26_10_2004,,MIL5-FD0560,BAU-MIL5-FD0560,BAU-MIL5-FD0560,BAU-MIL5-FD0560
BAU-MIL5-FD0561,803503_1971,184965.64,9636150.69,142.72,2004,NONE,16.7,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0561,BAU-MIL5-FD0561,BAU-MIL5-FD0561,BAU-MIL5-FD0561
BAU-MIL5-FD0562,803503_1971,185159.69,9636151.05,142.69,2004,NONE,15.6,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0562,BAU-MIL5-FD0562,BAU-MIL5-FD0562,BAU-MIL5-FD0562
BAU-MIL5-FD0563,803503_1971,185356.64,9636151.01,144.07,2004,NONE,17.25,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0563,BAU-MIL5-FD0563,BAU-MIL5-FD0563,BAU-MIL5-FD0563
BAU-MIL5-FD0564,803503_1971,185561.91,9636152.02,143.15,2004,NONE,17.9,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0564,BAU-MIL5-FD0564,BAU-MIL5-FD0564,BAU-MIL5-FD0564
BAU-MIL5-FD0565,803503_1971,185762.58,9636129.7,143.411,2004,NONE,16.55,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0565,BAU-MIL5-FD0565,BAU-MIL5-FD0565,BAU-MIL5-FD0565
BAU-MIL5-FD0566,803503_1971,185963.62,9636151.2,143.86,2004,NONE,15.6,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0566,BAU-MIL5-FD0566,BAU-MIL5-FD0566,BAU-MIL5-FD0566
BAU-MIL5-FD0567,803503_1971,186162.82,9636151.38,143.9,2004,NONE,18.15,SAD69_23S,SURV,MIL5,MIL5,31_10_2004,31_10_2004,,MIL5-FD0567,BAU-MIL5-FD0567,BAU-MIL5-FD0567,BAU-MIL5-FD0567
BAU-MIL5-FD0568,803503_1971,186367.81,9636150.84,143.79,2004,NONE,16.15,SAD69_23S,SURV,MIL5,MIL5,30_10_2004,30_10_2004,,MIL5-FD0568,BAU-MIL5-FD0568,BAU-MIL5-FD0568,BAU-MIL5-FD0568
BAU-MIL5-FD0569,803503_1971,186563.32,9636150.44,143.31,2004,NONE,15.75,SAD69_23S,SURV,MIL5,MIL5,30_10_2004,30_10_2004,,MIL5-FD0569,BAU-MIL5-FD0569,BAU-MIL5-FD0569,BAU-MIL5-FD0569
BAU-MIL5-FD0570,803503_1971,186763.93,9636150.19,142.03,2004,NONE,17.9,SAD69_23S,SURV,MIL5,MIL5,30_10_2004,30_10_2004,,MIL5-FD0570,BAU-MIL5-FD0570,BAU-MIL5-FD0570,BAU-MIL5-FD0570
BAU-MIL5-FD0571,803503_1971,186969.82,9636149.96,140.25,2004,NONE,15.85,SAD69_23S,SURV,MIL5,MIL5,30_10_2004,30_10_2004,,MIL5-FD0571,BAU-MIL5-FD0571,BAU-MIL5-FD0571,BAU-MIL5-FD0571
BAU-MIL5-FD0572,803503_1971,187163.51,9636150.26,138.598,2004,NONE,12.3,SAD69_23S,SURV,MIL5,MIL5,30_10_2004,30_10_2004,,MIL5-FD0572,BAU-MIL5-FD0572,BAU-MIL5-FD0572,BAU-MIL5-FD0572
BAU-MIL5-FD0573,803503_1971,187363.4,9636150.61,140.99,2004,NONE,17.3,SAD69_23S,SURV,MIL5,MIL5,30_10_2004,30_10_2004,,MIL5-FD0573,BAU-MIL5-FD0573,BAU-MIL5-FD0573,BAU-MIL5-FD0573
BAU-MIL5-FD0574,803503_1971,187562.49,9636150.49,142.34,2004,NONE,19.5,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0574,BAU-MIL5-FD0574,BAU-MIL5-FD0574,BAU-MIL5-FD0574
BAU-MIL5-FD0575,803503_1971,187763.81,9636150.47,143.02,2004,NONE,16.35,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0575,BAU-MIL5-FD0575,BAU-MIL5-FD0575,BAU-MIL5-FD0575
BAU-MIL5-FD0576,803503_1971,187964.49,9636150.25,143.12,2004,NONE,15.35,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0576,BAU-MIL5-FD0576,BAU-MIL5-FD0576,BAU-MIL5-FD0576
BAU-MIL5-FD0577,803503_1971,188160.51,9636150.33,143.24,2004,NONE,17.25,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0577,BAU-MIL5-FD0577,BAU-MIL5-FD0577,BAU-MIL5-FD0577
BAU-MIL5-FD0578,803503_1971,188360.16,9636149.85,143.2,2004,NONE,15.8,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0578,BAU-MIL5-FD0578,BAU-MIL5-FD0578,BAU-MIL5-FD0578
BAU-MIL5-FD0579,803503_1971,188563.38,9636150.33,142.32,2004,NONE,18.0,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0579,BAU-MIL5-FD0579,BAU-MIL5-FD0579,BAU-MIL5-FD0579
BAU-MIL5-FD0580,803503_1971,188764.12,9636150.26,141.89,2004,NONE,18.15,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0580,BAU-MIL5-FD0580,BAU-MIL5-FD0580,BAU-MIL5-FD0580
BAU-MIL5-FD0581,803503_1971,188964.14,9636150.19,141.36,2004,NONE,14.95,SAD69_23S,SURV,MIL5,MIL5,28_10_2004,28_10_2004,,MIL5-FD0581,BAU-MIL5-FD0581,BAU-MIL5-FD0581,BAU-MIL5-FD0581
BAU-MIL5-FD0582,803503_1971,189161.3,9636150.37,139.08,2004,NONE,14.35,SAD69_23S,SURV,MIL5,MIL5,28_10_2004,28_10_2004,,MIL5-FD0582,BAU-MIL5-FD0582,BAU-MIL5-FD0582,BAU-MIL5-FD0582
BAU-MIL5-FD0583,803503_1971,189363.23,9636150.05,137.19,2004,NONE,13.8,SAD69_23S,SURV,MIL5,MIL5,28_10_2004,28_10_2004,,MIL5-FD0583,BAU-MIL5-FD0583,BAU-MIL5-FD0583,BAU-MIL5-FD0583
BAU-MIL5-FD0584,803503_1971,189562.71,9636150.71,136.07,2004,NONE,14.5,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0584,BAU-MIL5-FD0584,BAU-MIL5-FD0584,BAU-MIL5-FD0584
BAU-MIL5-FD0585,803503_1971,189760.8,9636150.46,130.21,2004,NONE,12.45,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0585,BAU-MIL5-FD0585,BAU-MIL5-FD0585,BAU-MIL5-FD0585
BAU-MIL5-FD0586,803503_1971,189963.51,9636150.22,124.335,2004,NONE,5.2,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0586,BAU-MIL5-FD0586,BAU-MIL5-FD0586,BAU-MIL5-FD0586
BAU-MIL5-FD0587,803503_1971,185171.58,9635950.66,142.79,2004,NONE,17.1,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0587,BAU-MIL5-FD0587,BAU-MIL5-FD0587,BAU-MIL5-FD0587
BAU-MIL5-FD0588,803503_1971,185557.97,9635950.82,143.23,2004,NONE,15.9,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0588,BAU-MIL5-FD0588,BAU-MIL5-FD0588,BAU-MIL5-FD0588
BAU-MIL5-FD0589,803503_1971,185954.52,9635949.97,143.73,2004,NONE,18.55,SAD69_23S,SURV,MIL5,MIL5,01_11_2004,01_11_2004,,MIL5-FD0589,BAU-MIL5-FD0589,BAU-MIL5-FD0589,BAU-MIL5-FD0589
BAU-MIL5-FD0590,803503_1971,186372.54,9635950.96,143.7,2004,NONE,17.9,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0590,BAU-MIL5-FD0590,BAU-MIL5-FD0590,BAU-MIL5-FD0590
BAU-MIL5-FD0591,803503_1971,186760.33,9635950.07,142.89,2004,NONE,15.8,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0591,BAU-MIL5-FD0591,BAU-MIL5-FD0591,BAU-MIL5-FD0591
BAU-MIL5-FD0592,803503_1971,187161.42,9635949.6,141.62,2004,NONE,16.35,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0592,BAU-MIL5-FD0592,BAU-MIL5-FD0592,BAU-MIL5-FD0592
BAU-MIL5-FD0593,803503_1971,187558.57,9635951.11,143.1,2004,NONE,18.45,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0593,BAU-MIL5-FD0593,BAU-MIL5-FD0593,BAU-MIL5-FD0593
BAU-MIL5-FD0594,803503_1971,187960.69,9635949.69,143.74,2004,NONE,15.75,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0594,BAU-MIL5-FD0594,BAU-MIL5-FD0594,BAU-MIL5-FD0594
BAU-MIL5-FD0595,803503_1971,188366.73,9635951.05,143.79,2004,NONE,17.1,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0595,BAU-MIL5-FD0595,BAU-MIL5-FD0595,BAU-MIL5-FD0595
BAU-MIL5-FD0596,803503_1971,188766.23,9635952.26,139.75,2004,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,02_11_2004,02_11_2004,,MIL5-FD0596,BAU-MIL5-FD0596,BAU-MIL5-FD0596,BAU-MIL5-FD0596
BAU-MIL5-FD0597,803503_1971,189159.13,9635951.12,141.23,2004,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0597,BAU-MIL5-FD0597,BAU-MIL5-FD0597,BAU-MIL5-FD0597
BAU-MIL5-FD0598,803503_1971,189565.11,9635951.1,137.59,2004,NONE,13.35,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0598,BAU-MIL5-FD0598,BAU-MIL5-FD0598,BAU-MIL5-FD0598
BAU-MIL5-FD0599,803503_1971,184963.22,9635750.67,142.21,2004,NONE,18.05,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0599,BAU-MIL5-FD0599,BAU-MIL5-FD0599,BAU-MIL5-FD0599
BAU-MIL5-FD0600,803503_1971,185165.09,9635752.34,142.52,2004,NONE,16.8,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0600,BAU-MIL5-FD0600,BAU-MIL5-FD0600,BAU-MIL5-FD0600
BAU-MIL5-FD0601,803503_1971,185355.36,9635750.82,143.0,2004,NONE,16.9,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0601,BAU-MIL5-FD0601,BAU-MIL5-FD0601,BAU-MIL5-FD0601
BAU-MIL5-FD0602,803503_1971,185566.07,9635751.0,143.12,2004,NONE,18.1,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0602,BAU-MIL5-FD0602,BAU-MIL5-FD0602,BAU-MIL5-FD0602
BAU-MIL5-FD0603,803503_1971,185761.89,9635751.22,143.65,2004,NONE,17.1,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0603,BAU-MIL5-FD0603,BAU-MIL5-FD0603,BAU-MIL5-FD0603
BAU-MIL5-FD0604,803503_1971,185965.76,9635750.9,143.85,2004,NONE,17.9,SAD69_23S,SURV,MIL5,MIL5,03_11_2004,03_11_2004,,MIL5-FD0604,BAU-MIL5-FD0604,BAU-MIL5-FD0604,BAU-MIL5-FD0604
BAU-MIL5-FD0605,803503_1971,186160.96,9635750.98,143.94,2004,NONE,17.1,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0605,BAU-MIL5-FD0605,BAU-MIL5-FD0605,BAU-MIL5-FD0605
BAU-MIL5-FD0606,803503_1971,186363.29,9635750.45,143.59,2004,NONE,18.0,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0606,BAU-MIL5-FD0606,BAU-MIL5-FD0606,BAU-MIL5-FD0606
BAU-MIL5-FD0607,803503_1971,186564.48,9635750.81,143.32,2004,NONE,18.8,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0607,BAU-MIL5-FD0607,BAU-MIL5-FD0607,BAU-MIL5-FD0607
BAU-MIL5-FD0608,803503_1971,186764.84,9635750.75,142.81,2004,NONE,17.65,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0608,BAU-MIL5-FD0608,BAU-MIL5-FD0608,BAU-MIL5-FD0608
BAU-MIL5-FD0609,803503_1971,186960.49,9635750.29,142.16,2004,NONE,16.65,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0609,BAU-MIL5-FD0609,BAU-MIL5-FD0609,BAU-MIL5-FD0609
BAU-MIL5-FD0610,803503_1971,187161.79,9635750.62,141.85,2004,NONE,18.85,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0610,BAU-MIL5-FD0610,BAU-MIL5-FD0610,BAU-MIL5-FD0610
BAU-MIL5-FD0611,803503_1971,187361.63,9635750.59,142.2,2004,NONE,19.65,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0611,BAU-MIL5-FD0611,BAU-MIL5-FD0611,BAU-MIL5-FD0611
BAU-MIL5-FD0612,803503_1971,187562.26,9635749.61,142.61,2004,NONE,17.3,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0612,BAU-MIL5-FD0612,BAU-MIL5-FD0612,BAU-MIL5-FD0612
BAU-MIL5-FD0613,803503_1971,187766.45,9635750.11,142.97,2004,NONE,14.75,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0613,BAU-MIL5-FD0613,BAU-MIL5-FD0613,BAU-MIL5-FD0613
BAU-MIL5-FD0614,803503_1971,187961.33,9635750.06,142.88,2004,NONE,15.45,SAD69_23S,SURV,MIL5,MIL5,04_11_2004,04_11_2004,,MIL5-FD0614,BAU-MIL5-FD0614,BAU-MIL5-FD0614,BAU-MIL5-FD0614
BAU-MIL5-FD0615,803503_1971,188155.33,9635749.8,142.99,2004,NONE,17.75,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0615,BAU-MIL5-FD0615,BAU-MIL5-FD0615,BAU-MIL5-FD0615
BAU-MIL5-FD0616,803503_1971,188364.82,9635749.48,142.11,2004,NONE,16.65,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0616,BAU-MIL5-FD0616,BAU-MIL5-FD0616,BAU-MIL5-FD0616
BAU-MIL5-FD0617,803503_1971,188564.59,9635750.56,140.52,2004,NONE,14.55,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0617,BAU-MIL5-FD0617,BAU-MIL5-FD0617,BAU-MIL5-FD0617
BAU-MIL5-FD0618,803503_1971,188763.2,9635749.58,136.28,2004,NONE,13.2,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0618,BAU-MIL5-FD0618,BAU-MIL5-FD0618,BAU-MIL5-FD0618
BAU-MIL5-FD0619,803503_1971,188969.01,9635749.39,136.32,2004,NONE,13.8,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0619,BAU-MIL5-FD0619,BAU-MIL5-FD0619,BAU-MIL5-FD0619
BAU-MIL5-FD0620,803503_1971,189155.92,9635748.71,137.09,2004,NONE,12.95,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0620,BAU-MIL5-FD0620,BAU-MIL5-FD0620,BAU-MIL5-FD0620
BAU-MIL5-FD0621,803503_1971,189361.87,9635749.89,133.95,2004,NONE,9.95,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0621,BAU-MIL5-FD0621,BAU-MIL5-FD0621,BAU-MIL5-FD0621
BAU-MIL5-FD0622,803503_1971,189560.18,9635748.98,134.29,2004,NONE,9.8,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0622,BAU-MIL5-FD0622,BAU-MIL5-FD0622,BAU-MIL5-FD0622
BAU-MIL5-FD0623,803503_1971,189768.58,9635748.9,129.71,2004,NONE,6.45,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0623,BAU-MIL5-FD0623,BAU-MIL5-FD0623,BAU-MIL5-FD0623
BAU-MIL5-FD0624,803503_1971,189959.35,9635748.73,123.88,2004,NONE,5.05,SAD69_23S,SURV,MIL5,MIL5,05_11_2004,05_11_2004,,MIL5-FD0624,BAU-MIL5-FD0624,BAU-MIL5-FD0624,BAU-MIL5-FD0624
BAU-MIL5-FD0631,803503_1971,187357.92,9633151.35,144.55,2004,NONE,16.5,SAD69_23S,SURV,MIL5,MIL5,29_10_2004,29_10_2004,,MIL5-FD0631,BAU-MIL5-FD0631,BAU-MIL5-FD0631,BAU-MIL5-FD0631
BAU-MIL5-FD0632,803503_1971,187765.28,9633151.66,145.12,2004,NONE,17.35,SAD69_23S,SURV,MIL5,MIL5,31_10_2004,31_10_2004,,MIL5-FD0632,BAU-MIL5-FD0632,BAU-MIL5-FD0632,BAU-MIL5-FD0632
BAU-MIL5-FD0633,803503_1971,188158.57,9633151.26,143.77,2004,NONE,15.55,SAD69_23S,SURV,MIL5,MIL5,31_10_2004,31_10_2004,,MIL5-FD0633,BAU-MIL5-FD0633,BAU-MIL5-FD0633,BAU-MIL5-FD0633
